,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
2212,0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press,http://images.amazon.com/images/P/0671708635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg
2241,0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345378482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg
2242,0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,http://images.amazon.com/images/P/0671758896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg
2244,0451177096,Dolores Claiborne,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451177096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg
2280,0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425122123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.LZZZZZZZ.jpg
2290,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,http://images.amazon.com/images/P/0385484518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg
2296,0440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.LZZZZZZZ.jpg
2351,0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425133540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133540.01.LZZZZZZZ.jpg
2360,0671822209,WLD ACCORDNG GARP,John Irving,1979,Pocket,http://images.amazon.com/images/P/0671822209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671822209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671822209.01.LZZZZZZZ.jpg
2370,0446527289,The First Counsel,Brad Meltzer,2001,Warner Books,http://images.amazon.com/images/P/0446527289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527289.01.LZZZZZZZ.jpg
2380,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch,http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg
2419,0316602051,The Jester,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316602051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602051.01.LZZZZZZZ.jpg
2426,0380796090,Watermelon,Marian Keyes,1999,Avon,http://images.amazon.com/images/P/0380796090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380796090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380796090.01.LZZZZZZZ.jpg
2427,0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision,http://images.amazon.com/images/P/0446604666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg
2433,0553579754,Fear Nothing,DEAN KOONTZ,1998,Bantam,http://images.amazon.com/images/P/0553579754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg
2437,0449221482,J Is for Judgment,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg
2441,0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg
2442,0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg
2445,0440214041,The Pelican Brief,John Grisham,1993,Dell,http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg
2488,0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg
2517,0786889020,Don't Stand Too Close to a Naked Man,Tim Allen,1995,Hyperion,http://images.amazon.com/images/P/0786889020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.LZZZZZZZ.jpg
2526,0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg
2527,0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345351525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg
2529,0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,Ballantine Books,http://images.amazon.com/images/P/0449003787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg
2536,0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg
2544,1573229326,How to Be Good,Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg
2554,0671617028,The Color Purple,Alice Walker,1985,Pocket Books,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg
2555,0440224772,Mirror Image,Danielle Steel,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440224772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224772.01.LZZZZZZZ.jpg
2602,0446605239,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
2603,0553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,http://images.amazon.com/images/P/0553295977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg
2639,0671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg
2643,0802139256,Peace Like a River,Leif Enger,2002,Grove Press,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg
2645,055356160X,Cry Wolf,TAMI HOAG,1993,Bantam,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg
2691,0515120618,Montana Sky,Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515120618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515120618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg
2766,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515130389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg
2769,0515135062,Three Fates,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515135062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg
2779,0743412028,Pay It Forward,Catherine Ryan Hyde,2000,Pocket,http://images.amazon.com/images/P/0743412028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg
2783,0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books,http://images.amazon.com/images/P/0452269571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452269571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452269571.01.LZZZZZZZ.jpg
2784,051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg
2802,0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg
2809,0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,http://images.amazon.com/images/P/0590353403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.LZZZZZZZ.jpg
2816,0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg
2845,0449702545,Homecoming,Cynthia Voigt,1990,Fawcett Books,http://images.amazon.com/images/P/0449702545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449702545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449702545.01.LZZZZZZZ.jpg
2851,0425101452,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425101452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg
2864,0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg
2866,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg
2867,0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown",http://images.amazon.com/images/P/0316168688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg
2880,0425155943,Contagion,Robin Cook,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425155943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg
2885,034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg
2910,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg
2911,0451153553,Misery,Stephen King,1988,New Amer Library,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg
2912,0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg
2918,0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg
2919,0451180410,Mortal Fear,Greg Iles,1998,Signet Book,http://images.amazon.com/images/P/0451180410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.LZZZZZZZ.jpg
2938,0553582763,By the Light of the Moon,DEAN KOONTZ,2003,Bantam,http://images.amazon.com/images/P/0553582763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.LZZZZZZZ.jpg
2939,0425188809,Watchers,Dean R. Koontz,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.LZZZZZZZ.jpg
2941,0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg
2942,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg
2946,0425144429,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425144429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg
2948,0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg
2957,0451204948,A Day Late and a Dollar Short,Terry McMillan,2002,Signet Book,http://images.amazon.com/images/P/0451204948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204948.01.LZZZZZZZ.jpg
2961,0399144137,Rainbow Six,Tom Clancy,1998,Putnam Publishing Group,http://images.amazon.com/images/P/0399144137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399144137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399144137.01.LZZZZZZZ.jpg
2969,0399146431,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399146431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.LZZZZZZZ.jpg
2987,0399141146,The Hundred Secret Senses,Amy Tan,1995,Putnam Pub Group,http://images.amazon.com/images/P/0399141146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399141146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399141146.01.LZZZZZZZ.jpg
2988,0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
2995,0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books,http://images.amazon.com/images/P/0452260116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg
3022,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg
3025,0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,http://images.amazon.com/images/P/0312265867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg
3043,0446603309,The Witness,Sandra Brown,1996,Warner Books,http://images.amazon.com/images/P/0446603309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.LZZZZZZZ.jpg
3046,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
3050,0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,http://images.amazon.com/images/P/0345413873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg
3078,1559029838,Call of the Wild,Jack London,0,Selldowns/no More Orders,http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg
3109,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg
3115,0440216745,Whispers,BELVA PLAIN,1994,Dell,http://images.amazon.com/images/P/0440216745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.LZZZZZZZ.jpg
3120,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg
3162,051512317X,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
3188,0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312971346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg
3199,0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg
